Kommune;Stopnr;Linje;Retn.;Stopnavn;På_201902;Af_201902;På_201903;Af_201903;På_202002;Af_202002;På_202003;Af_202003
Rudersdal;10573;195;1;Frydenlund Park;7;9;5;10;6;6;5;0
Halsnæs;10574;320R;1;Ølsted Kro;11;9;5;13;3;18;0;2
Halsnæs;10574;320R;2;Ølsted Kro;12;12;9;7;12;10;3;2
Stevns;10578;108;1;Tolvhusene, Damgårdsvej;0;0;1;0;0;0;0;0
Stevns;10578;109;1;Tolvhusene, Damgårdsvej;0;0;0;2;0;1;0;0
Stevns;10579;108;1;Vink-Maglebyvej;0;0;0;0;0;0;0;0
Stevns;10579;109;1;Vink-Maglebyvej;0;4;0;1;0;0;0;0
Stevns;10579;251;1;Vink-Maglebyvej;1;3;1;3;0;0;0;0
Stevns;10579;251;2;Vink-Maglebyvej;2;1;2;1;0;0;0;0
Stevns;10579;255;1;Vink-Maglebyvej;0;0;0;0;;;;
København;1058;12;1;Nordmarksvej;12;1;14;1;;;;
København;1058;78;1;Nordmarksvej;;;;;18;1;18;1
Hillerød;10580;322;2;Lyngby Skov;0;0;0;0;0;0;0;0
Hillerød;10580;326;1;Lyngby Skov;;;;;0;0;0;0
Høje-Taastrup;10581;123;1;Baldersbuen;41;17;50;33;60;16;26;4
Høje-Taastrup;10581;93N;1;Baldersbuen;0;0;0;0;0;0;0;0
Høje-Taastrup;10582;123;2;Baldersbuen;9;31;10;57;10;34;3;32
Høje-Taastrup;10582;93N;2;Baldersbuen;0;0;0;0;0;0;0;0
Dragør;10583;33;1;Sølyst;22;6;0;8;0;12;1;4
Stevns;10584;108;1;Vink - Strøbylille;0;0;0;0;0;0;0;0
Stevns;10584;109;1;Vink - Strøbylille;0;0;0;0;0;0;0;0
Stevns;10585;253;1;Egelundsvej 20;9;0;6;0;6;0;7;0
Stevns;10587;251;1;Acacievej;0;0;1;0;2;0;3;1
Stevns;10588;251;1;Rønvej;1;0;3;0;1;0;7;0
Stevns;10589;253;1;Bakkegårdsvej;0;0;1;0;2;0;3;0
Tårnby;1059;2A;1;Postparken;18;83;6;75;;;;
Tårnby;1059;31;1;Postparken;;;;;8;55;6;36
Stevns;10590;108;1;Vink - Tolvhusene, Klippingevej;0;0;0;0;0;0;0;0
Stevns;10590;109;1;Vink - Tolvhusene, Klippingevej;0;0;0;0;0;0;0;0
Stevns;10591;108;1;Vink - Tjørnehøjvej;0;0;0;0;0;0;0;0
Stevns;10591;109;1;Vink - Tjørnehøjvej;0;0;0;0;0;0;0;0
Stevns;10592;108;1;Vink - Grøftemark;0;0;0;0;0;0;0;0
Stevns;10592;109;1;Vink - Grøftemark;0;0;0;0;0;0;0;0
København;10593;26;2;Børsen;;;;;36;6;13;6
København;10593;66;2;Børsen;47;13;58;15;;;;
København;10594;26;2;Det Kongelige Bibliotek;;;;;94;25;48;16
København;10594;66;2;Det Kongelige Bibliotek;153;23;122;37;;;;
København;10596;26;1;Mitchellsgade;;;;;25;37;7;15
København;10596;66;1;Mitchellsgade;23;70;26;101;;;;
København;10597;26;1;Det Kongelige Bibliotek;;;;;24;130;17;67
København;10597;66;1;Det Kongelige Bibliotek;22;171;27;159;;;;
Stevns;10598;108;1;Strøbyskolen;0;12;0;3;;;;
Stevns;10598;109;1;Strøbyskolen;24;1;3;0;;;;
Stevns;10598;251;1;Strøbyskolen;0;18;0;4;;;;
Stevns;10598;251;2;Strøbyskolen;14;14;5;3;;;;
Stevns;10598;253;1;Strøbyskolen;1;42;0;10;1;36;1;44
Stevns;10598;253;2;Strøbyskolen;48;1;11;0;36;1;0;0
Hvidovre;106;137;1;Gammel Køge Landevej;1;1;0;0;0;1;0;0
Hvidovre;106;139;1;Gammel Køge Landevej;11;28;17;23;18;16;9;10
Hvidovre;106;200S;1;Gammel Køge Landevej;2;33;18;23;19;7;36;35
Tårnby;1060;2A;1;Hyben Allé;9;110;14;98;;;;
Tårnby;1060;31;1;Hyben Allé;;;;;5;107;2;48
Stevns;10600;108;1;Vink - Varpelevvej;0;0;0;0;0;0;0;0
Stevns;10600;109;1;Vink - Varpelevvej;0;0;0;0;0;0;0;0
Stevns;10601;108;1;Vink - Nederste Linievej;0;0;0;0;0;0;0;0
Stevns;10602;108;1;Vink - Strandvejen;0;0;0;0;0;0;0;0
Tårnby;1061;2A;1;Skottegårdsskolen;15;155;25;124;;;;
Tårnby;1061;31;1;Skottegårdsskolen;;;;;15;115;10;76
Stevns;10613;253;2;Bakkegårdsvej;0;0;0;2;0;4;0;0
Stevns;10615;253;2;Egelundsvej 20;0;9;0;11;0;5;0;0
Stevns;10622;251;1;Cedervej;0;0;2;0;0;0;0;0
Hillerød;10624;380R;1;Rønnevangs Allé;6;3;12;0;7;3;5;1
Hillerød;10625;380R;2;Rønnevangs Allé;6;10;1;11;1;11;0;11
Hillerød;10626;380R;1;Gefionsvej;14;3;20;6;26;7;10;3
Hillerød;10627;380R;2;Gefionsvej;4;15;1;22;6;37;1;18
#I/T;1063;78;1;Sundby Sejlforening;3;1;2;2;;;;
Tårnby;1064;2A;2;Skottegårdsskolen;191;36;232;37;;;;
Tårnby;1064;31;2;Skottegårdsskolen;;;;;176;33;104;18
Køge;10641;246;1;Bækgårdsvej;6;1;10;1;3;1;5;1
Tårnby;1065;2A;2;Hyben Allé;96;26;103;32;;;;
Tårnby;1065;31;2;Hyben Allé;;;;;83;13;39;7
#I/T;1066;12;2;Postparken;1;10;3;17;;;;
Frederikssund;10668;320R;1;Havelse Mølle;6;1;5;2;7;1;1;0
#I/T;1067;12;2;Nordmarksvej;1;10;0;19;;;;
Ishøj;10671;127;1;Ishøj st.;173;0;234;0;142;0;107;0
Ishøj;10671;127;2;Ishøj st.;23;247;22;236;23;190;16;160
Ishøj;10671;128;1;Ishøj st.;0;63;0;110;0;225;0;156
Frederiksberg;10672;74;1;Nyelandsvej;12;10;9;11;4;7;4;7
Køge;10674;246;2;Bækgårdsvej;2;0;0;1;6;1;4;1
Roskilde;10679;212;2;Kamstrup;0;0;0;0;0;3;0;2
Roskilde;10680;212;2;Teglværksvej;1;6;0;5;0;6;1;16
Roskilde;10681;212;1;Teglværksvej;6;0;4;0;4;1;4;0
Roskilde;10682;212;1;Kamstrup;0;0;0;0;7;0;2;0
Gladsaxe;10690;200S;1;Buddinge st.;;;;;305;0;339;3
Roskilde;10692;358;1;Jyllingecentret;37;30;42;39;29;18;21;15
Roskilde;10692;358;2;Jyllingecentret;31;31;28;32;15;20;16;11
Roskilde;10693;217;1;Jyllingecentret;22;0;28;0;45;0;20;0
Roskilde;10693;217;2;Jyllingecentret;0;21;0;41;0;23;0;34
#I/T;10695;250S;2;Hillerødgade;260;126;257;133;;;;
Lejre;10699;511;1;Hvalsø st.;7;0;9;0;4;0;5;0
Lejre;10699;511;2;Hvalsø st.;0;9;0;11;0;5;0;7
Lejre;10701;240;1;Roskilde Hjemmet;0;0;0;0;0;0;0;0
#I/T;10704;358;2;Agerskellet;0;0;1;1;;;;
#I/T;10705;358;1;Agerskellet;2;4;2;3;;;;
Tårnby;10722;35;1;Lufthavnen Øst, Kystvejen;46;11;18;8;40;9;40;11
Tårnby;10722;35;2;Lufthavnen Øst, Kystvejen;25;42;48;65;28;92;25;44
Roskilde;10724;206;1;Hestetorvet;32;1;34;1;29;0;22;0
Frederikssund;10730;320R;2;Havelse Mølle;3;15;2;8;2;5;0;0
Tårnby;10731;5C;1;Saltværksvej;5;23;3;30;12;28;1;19
Furesø;10734;151;2;Søhaven;31;2;35;3;36;1;20;2
Furesø;10735;151;1;Søhaven;2;31;4;31;3;35;3;25
Tårnby;10738;35;1;Dsb Hallen;0;5;0;0;2;1;1;1
Tårnby;10739;35;2;Dsb Hallen;99;0;290;0;212;5;188;1
København;1074;10;1;Glyptoteket;;;;;0;0;68;0
København;1074;1A;2;Glyptoteket;455;240;425;215;;;;
København;1074;2A;2;Glyptoteket;126;158;122;224;130;108;35;54
København;1074;31;2;Glyptoteket;;;;;104;62;29;43
København;1074;37;1;Glyptoteket;4;5;5;3;;;;
København;1074;37;2;Glyptoteket;;;;;9;12;5;7
København;1074;9A;2;Glyptoteket;143;140;151;129;;;;
København;10742;27;2;FN Byen;3;118;5;115;13;70;5;40
København;10755;33;1;Kongelundsvej;10;43;4;44;36;61;3;24
Furesø;10766;151;1;Lundsgård;1;17;1;20;2;17;2;12
Furesø;10767;151;2;Lundsgård;18;0;20;0;10;1;14;1
København;1077;12;1;Borneovej;14;1;14;3;;;;
København;1077;2A;2;Borneovej;81;18;115;18;;;;
København;1077;31;2;Borneovej;;;;;72;12;31;6
Fredensborg;10771;353;2;Kromosevej;20;7;13;6;21;7;16;13
Fredensborg;10771;374;2;Kromosevej;0;0;0;0;0;0;0;0
Hillerød;10772;325;2;Harløsevej;1;2;7;1;4;2;2;0
Hillerød;10772;380R;1;Harløsevej;50;13;43;9;13;5;12;2
Hillerød;10773;325;1;Harløsevej;0;2;3;4;5;5;0;4
Hillerød;10773;380R;2;Harløsevej;15;40;10;64;10;67;5;39
#I/T;1078;77;1;Sundby Sejlforening;0;0;1;2;;;;
København;1079;14;2;Nordhavn st.;;;;;142;154;108;106
København;1079;23;2;Nordhavn st.;;;;;34;20;33;28
København;1079;37;1;Nordhavn st.;0;141;1;152;;;;
København;1079;37;2;Nordhavn st.;134;1;139;1;;;;
København;1080;14;1;Århusgade;;;;;75;32;51;23
København;1080;23;1;Århusgade;;;;;21;22;14;11
København;1080;8A;2;Århusgade;236;30;286;42;;;;
København;1081;14;1;Svendborggade;;;;;55;47;34;23
København;1081;23;1;Svendborggade;;;;;13;14;12;14
København;1081;8A;2;Svendborggade;244;166;184;138;;;;
Egedal;10816;163;1;Løjesøvej;0;1;0;1;0;0;0;0
Egedal;10816;217;2;Løjesøvej;1;1;0;1;0;0;0;0
Egedal;10817;163;2;Løjesøvej;2;1;0;0;0;2;0;1
Egedal;10817;217;1;Løjesøvej;3;0;2;0;0;2;0;0
København;1082;14;1;Østerbrogade;97;155;136;168;157;139;92;68
København;1082;8A;2;Østerbrogade;862;174;848;183;;;;
Frederiksberg;10821;72;1;Marielystvej;16;14;15;19;13;0;13;0
Hvidovre;10828;137;1;Friheden st.;13;41;11;51;8;44;11;39
Hvidovre;10828;139;1;Friheden st.;613;429;440;499;500;400;282;173
Hvidovre;10828;200S;1;Friheden st.;151;747;158;747;99;686;90;424
København;1083;14;1;Serridslevvej;20;85;29;123;26;66;17;35
København;1083;8A;2;Serridslevvej;404;123;368;200;;;;
Hvidovre;10831;132;1;Friheden st.;363;79;391;100;211;42;176;28
Hvidovre;10831;132;2;Friheden st.;53;306;44;354;;;;
Hvidovre;10831;97N;1;Friheden st.;3;19;4;0;1;8;4;0
Hvidovre;10831;97N;2;Friheden st.;1;4;4;5;1;1;0;3
København;10842;26;1;Hovedbanegården, Tivoli;;;;;313;167;141;92
København;10842;31;1;Hovedbanegården, Tivoli;;;;;1223;296;564;121
København;10842;34;1;Hovedbanegården, Tivoli;676;186;721;162;;;;
København;10842;37;2;Hovedbanegården, Tivoli;101;25;108;20;;;;
København;10842;37;1;Hovedbanegården, Tivoli;;;;;161;48;64;39
København;10842;66;1;Hovedbanegården, Tivoli;388;1038;427;1023;;;;
København;10842;68;2;Hovedbanegården, Tivoli;;;;;731;380;95;127
København;10842;97N;1;Hovedbanegården, Tivoli;62;0;40;0;47;0;19;0
København;10843;250S;2;Hovedbanegården, Tivoli;694;377;693;396;697;280;407;135
København;10843;2A;1;Hovedbanegården, Tivoli;1886;1032;2044;998;1669;857;862;439
København;10843;5C;1;Hovedbanegården, Tivoli;3901;1251;3793;1219;3660;1198;1889;666
København;10843;7A;1;Hovedbanegården, Tivoli;;;;;1891;547;1035;339
København;10843;9A;1;Hovedbanegården, Tivoli;1347;713;1342;693;;;;
København;10844;250S;1;Hovedbanegården, Tivoli;455;862;479;937;337;681;171;482
København;10844;2A;2;Hovedbanegården, Tivoli;1289;1619;1548;1803;1074;1758;553;968
København;10844;5C;2;Hovedbanegården, Tivoli;1909;3865;1840;3930;1743;3797;915;1889
København;10844;7A;2;Hovedbanegården, Tivoli;;;;;1103;2211;560;1129
København;10844;97N;2;Hovedbanegården, Tivoli;1;47;0;50;0;18;0;28
København;10844;9A;2;Hovedbanegården, Tivoli;796;1312;741;1464;;;;
København;10845;26;2;Hovedbanegården, Tivoli;;;;;135;247;84;111
København;10845;31;2;Hovedbanegården, Tivoli;;;;;275;960;125;487
København;10845;34;2;Hovedbanegården, Tivoli;204;785;152;622;;;;
København;10845;37;1;Hovedbanegården, Tivoli;20;92;26;97;;;;
København;10845;37;2;Hovedbanegården, Tivoli;;;;;50;167;23;82
København;10845;66;2;Hovedbanegården, Tivoli;1017;393;933;376;;;;
København;10845;68;1;Hovedbanegården, Tivoli;;;;;465;750;83;97
Hvidovre;10846;1A;2;Avedørelejren;44;122;52;165;36;144;18;80
Hvidovre;10847;1A;1;Avedørelejren;169;25;193;44;157;46;73;18
København;1085;14;1;Vibenshus Runddel;17;105;24;114;33;97;26;69
København;1085;8A;2;Vibenshus Runddel;603;193;514;195;;;;
Roskilde;10850;123;1;Roskilde St.;379;2;457;17;303;9;154;3
Roskilde;10850;206;1;Roskilde St.;16;0;17;0;21;0;12;0
Roskilde;10850;216;1;Roskilde St.;66;2;67;2;85;3;58;1
Roskilde;10850;358;1;Roskilde St.;73;3;86;1;59;0;22;0
Roskilde;10850;93N;1;Roskilde St.;0;0;0;0;0;0;0;0
#I/T;10851;206;2;Roskilde St.;5;46;2;50;;;;
#I/T;10851;93N;2;Roskilde St.;0;3;1;12;;;;
Stevns;10852;108;1;Strøby, Strandvejen;0;0;0;0;0;0;0;0
Stevns;10852;109;1;Strøby, Strandvejen;4;13;6;10;3;11;1;3
Stevns;10852;251;1;Strøby, Strandvejen;1;6;1;10;2;9;2;15
Stevns;10852;253;1;Strøby, Strandvejen;0;0;0;0;0;0;0;0
Stevns;10853;108;1;Strøby, Strandvejen;18;5;16;5;18;10;9;6
Stevns;10853;251;2;Strøby, Strandvejen;6;1;4;1;9;1;4;0
Stevns;10853;253;2;Strøby, Strandvejen;1;0;0;0;0;1;0;0
Stevns;10854;253;1;Åstræde;4;0;3;0;3;0;4;0
Stevns;10855;253;2;Åstræde;0;6;0;8;1;3;0;0
København;1086;18;2;Universitetsparken;;;;;241;65;103;25
København;1086;42;1;Universitetsparken;256;233;190;190;;;;
København;1086;8A;2;Universitetsparken;576;295;579;257;;;;
København;1087;18;2;Tagensvej;;;;;216;69;100;38
København;1087;8A;2;Tagensvej;497;290;467;336;;;;
København;1088;18;2;Stevnsgade;;;;;115;44;68;26
København;1088;8A;2;Stevnsgade;308;181;282;220;;;;
København;1089;18;2;Nørrebros Runddel St.;;;;;237;169;132;95
København;1089;8A;2;Nørrebros Runddel;702;726;722;676;;;;
København;109;18;2;Røde Mellemvej;;;;;68;89;33;50
København;109;33;2;Røde Mellemvej;27;39;50;107;37;76;17;26
København;109;34;1;Røde Mellemvej;6;2;3;14;8;6;0;0
København;109;4A;1;Røde Mellemvej;60;109;78;123;;;;
København;109;78;1;Røde Mellemvej;1;6;4;4;;;;
København;1090;18;2;Nuuks Plads St.;;;;;108;59;55;34
København;1090;8A;2;Rantzausgade;408;259;366;273;;;;
Frederiksberg;1091;18;2;Ågade;;;;;90;41;53;17
Frederiksberg;1091;8A;2;Ågade;301;134;268;180;;;;
Frederiksberg;1092;18;2;Rolighedsvej;;;;;247;123;128;64
Frederiksberg;1092;74;1;Rolighedsvej;26;19;22;18;27;18;26;17
Frederiksberg;1092;8A;2;Rolighedsvej;509;357;510;335;;;;
Frederiksberg;1093;18;2;Helgesvej;;;;;60;33;34;12
Frederiksberg;1093;74;1;Helgesvej;4;1;3;2;4;0;4;0
Frederiksberg;1093;8A;2;Helgesvej;138;147;159;132;;;;
Frederiksberg;1094;18;2;Frederiksberg st.;;;;;574;277;255;141
Frederiksberg;1094;72;1;Frederiksberg st.;27;44;28;40;;;;
Frederiksberg;1094;74;1;Frederiksberg st.;26;38;30;38;60;48;59;47
Frederiksberg;1094;8A;2;Frederiksberg st.;1431;1133;1331;1166;;;;
Frederiksberg;1096;18;2;Frederiksberg Rådhus;;;;;225;170;119;70
Frederiksberg;1096;8A;2;Frederiksberg Rådhus;462;453;565;488;;;;
Frederiksberg;1097;18;2;Frederiksberg Runddel;;;;;66;141;45;64
Frederiksberg;1097;26;2;Frederiksberg Runddel;32;87;64;85;34;32;24;13
Frederiksberg;1097;7A;2;Frederiksberg Runddel;;;;;122;125;87;61
Frederiksberg;1097;8A;2;Frederiksberg Runddel;140;287;88;275;;;;
Frederiksberg;1097;93N;2;Frederiksberg Runddel;0;2;1;1;0;0;2;0
Frederiksberg;1098;18;2;De Små Haver;;;;;55;165;49;76
Frederiksberg;1098;26;2;De Små Haver;28;58;36;57;38;28;13;12
Frederiksberg;1098;8A;2;De Små Haver;193;440;184;479;;;;
Frederiksberg;1098;93N;2;De Små Haver;1;0;0;0;0;0;1;0
Frederiksberg;1099;18;2;Kammasvej;;;;;48;97;24;38
Frederiksberg;1099;26;2;Kammasvej;10;22;24;32;21;23;16;17
Frederiksberg;1099;8A;2;Kammasvej;90;204;100;190;;;;
Frederiksberg;1099;93N;2;Kammasvej;1;1;0;1;0;1;0;1
Gladsaxe;11;160;1;Buddinge Torv;2;0;1;0;;;;
Gladsaxe;11;200S;1;Buddinge Torv;454;13;466;14;294;17;156;11
Gladsaxe;11;250S;2;Buddinge Torv;330;5;326;13;;;;
Gladsaxe;11;300S;1;Buddinge Torv;341;746;318;562;269;299;166;188
Gladsaxe;11;30E;1;Buddinge Torv;119;213;134;242;69;119;43;75
Gladsaxe;11;4A;2;Buddinge Torv;;;;;220;64;107;51
København;110;33;2;Vejlands Allé;61;17;73;18;65;40;46;11
København;110;78;1;Vejlands Allé;1;1;2;4;;;;
København;1100;18;2;Bjerregårdsvej;;;;;10;37;4;15
København;1100;26;2;Bjerregårdsvej;8;30;2;21;6;19;8;9
København;1100;93N;2;Bjerregårdsvej;0;0;0;0;0;0;0;2
København;1101;18;2;Gl. Jernbanevej;;;;;46;139;19;79
København;1101;26;2;Gl. Jernbanevej;44;114;25;100;26;69;32;45
København;1101;8A;2;Gl. Jernbanevej;71;248;60;268;;;;
København;1101;93N;2;Gl. Jernbanevej;1;0;1;2;0;3;0;0
København;1102;18;2;Valby Langgade;;;;;204;186;118;105
København;1102;4A;1;Valby Langgade;275;368;353;400;;;;
København;1102;4A;2;Valby Langgade;;;;;273;378;169;202
København;1102;8A;2;Valby Langgade;320;292;286;292;;;;
København;1106;133;2;Toftegårds Plads;;;;;1;35;0;26
København;1106;23;2;Toftegårds Plads;;;;;4;37;2;29
København;1106;4A;1;Toftegårds Plads;;;;;424;222;418;289
København;1106;8A;1;Toftegårds Plads;342;274;338;294;;;;
København;1109;18;1;Gl. Jernbanevej;;;;;10;5;2;1
København;1109;26;1;Gl. Jernbanevej;6;4;10;7;12;7;9;2
København;1109;8A;1;Gl. Jernbanevej;0;0;4;2;;;;
København;1109;93N;1;Gl. Jernbanevej;0;0;0;0;0;0;0;0
København;1110;18;1;Bjerregårdsvej;;;;;27;12;22;7
København;1110;26;1;Bjerregårdsvej;46;15;47;17;13;13;24;16
København;1110;93N;1;Bjerregårdsvej;0;0;0;0;0;0;1;0
Frederiksberg;1111;18;1;Kammasvej;;;;;139;98;57;39
Frederiksberg;1111;26;1;Kammasvej;57;41;64;34;59;41;30;28
Frederiksberg;1111;8A;1;Kammasvej;413;168;363;192;;;;
Frederiksberg;1111;93N;1;Kammasvej;0;0;0;0;0;1;0;0
Frederiksberg;1112;18;1;De Små Haver;;;;;81;59;80;29
Frederiksberg;1112;26;1;De Små Haver;62;38;78;36;57;27;28;23
Frederiksberg;1112;72;1;De Små Haver;;;;;0;2;0;2
Frederiksberg;1112;7A;1;De Små Haver;;;;;71;67;73;83
Frederiksberg;1112;8A;1;De Små Haver;511;181;392;169;;;;
Frederiksberg;1112;93N;1;De Små Haver;0;0;0;0;0;0;0;0
Frederiksberg;1113;18;1;Frederiksberg Runddel;;;;;106;76;47;34
Frederiksberg;1113;71;1;Frederiksberg Runddel;9;6;2;7;1;3;6;12
Frederiksberg;1113;72;1;Frederiksberg Runddel;;;;;0;6;0;31
Frederiksberg;1113;8A;1;Frederiksberg Runddel;241;152;272;190;;;;
Frederiksberg;1114;18;1;Frederiksberg Rådhus;;;;;144;182;73;97
Frederiksberg;1114;8A;1;Frederiksberg Rådhus;383;379;436;349;;;;
Frederiksberg;1117;18;1;Helgesvej;;;;;50;98;14;45
Frederiksberg;1117;8A;1;Helgesvej;176;159;164;185;;;;
Frederiksberg;1118;18;1;Rolighedsvej;;;;;117;222;73;119
Frederiksberg;1118;8A;1;Rolighedsvej;473;444;515;516;;;;
Frederiksberg;1119;18;1;Ågade;;;;;29;74;9;38
Frederiksberg;1119;8A;1;Ågade;153;205;122;211;;;;
København;112;18;1;Englandsvej;;;;;159;81;75;46
København;112;33;1;Englandsvej;77;106;49;115;71;99;42;68
København;112;34;2;Englandsvej;11;0;12;12;9;4;1;1
København;112;4A;2;Englandsvej;152;87;173;92;;;;
København;112;77;1;Englandsvej;0;1;1;1;;;;
København;1120;18;1;Nuuks Plads St.;;;;;56;114;31;75
København;1120;8A;1;Rantzausgade;315;359;339;428;;;;
København;1121;18;1;Jægersborggade;;;;;48;110;17;48
København;1121;8A;1;Jægersborggade;206;223;215;264;;;;
København;1122;18;1;Nørrebros Runddel St.;;;;;153;246;101;153
København;1122;8A;1;Nørrebros Runddel;883;719;969;812;;;;
København;1123;18;1;Stevnsgade;;;;;30;109;17;63
København;1123;8A;1;Stevnsgade;166;221;168;224;;;;
København;1124;18;1;Tagensvej;;;;;52;216;28;111
København;1124;42;2;Tagensvej;139;136;117;125;;;;
København;1124;8A;1;Tagensvej;339;506;349;571;;;;
København;1125;14;2;Universitetsparken;41;36;62;37;123;44;56;22
København;1125;8A;1;Universitetsparken;220;529;253;556;;;;
København;1126;14;2;Vibenshus Runddel;103;15;87;12;84;102;55;69
København;1126;8A;1;Vibenshus Runddel;214;581;238;584;;;;
København;1128;14;2;Serridslevvej;107;32;48;18;56;36;41;22
København;1128;8A;1;Serridslevvej;153;484;55;174;;;;
København;1129;14;2;Poul Henningsens Plads St.;;;;;112;121;77;86
København;1129;23;2;Poul Henningsens Plads St.;;;;;37;84;22;67
København;1129;8A;1;Østerbrogade;111;811;147;1151;;;;
København;113;18;1;Røde Mellemvej;;;;;81;47;50;30
København;113;34;2;Røde Mellemvej;7;7;3;0;1;2;0;7
København;113;4A;2;Røde Mellemvej;89;56;89;50;;;;
København;1130;14;2;Svendborggade;;;;;37;46;33;25
København;1130;23;2;Svendborggade;;;;;13;12;9;8
København;1130;8A;1;Svendborggade;92;237;66;260;;;;
København;1132;14;1;Strandboulevarden;;;;;34;63;23;38
København;1132;14;2;Strandboulevarden;;;;;14;62;6;37
København;1132;23;1;Strandboulevarden;;;;;8;33;6;10
København;1132;23;2;Strandboulevarden;;;;;2;12;2;6
København;1132;37;1;Strandboulevarden;3;39;8;41;;;;
København;1132;3A;2;Strandboulevarden;7;15;12;203;;;;
København;1133;18;2;Jægersborggade;;;;;124;36;55;21
København;1133;8A;2;Jægersborggade;299;200;291;189;;;;
København;1135;13;2;Kilholmvej;3;8;9;1;;;;
København;1135;26;1;Kilholmvej;;;;;6;11;2;4
København;1135;9A;1;Kilholmvej;16;30;20;24;9;19;5;21
Frederiksberg;1137;34;1;Grøndalsvej;0;0;3;1;;;;
Frederiksberg;1137;37;1;Grøndalsvej;;;;;0;0;0;0
Frederiksberg;1138;34;1;Tesdorpfsvej;30;7;23;1;;;;
Frederiksberg;1138;37;1;Tesdorpfsvej;;;;;29;9;11;7
#I/T;1139;72;1;Dalgas Have;0;7;1;14;;;;
#I/T;1141;72;1;Nyelands Plads, Frb.Sundhedscenter;6;11;2;8;;;;
Frederiksberg;1144;34;1;Nyelandsvej Skole;118;11;77;4;;;;
Frederiksberg;1144;37;1;Nyelandsvej Skole;;;;;15;11;7;12
Frederiksberg;1144;72;1;Nyelandsvej Skole;1;5;2;5;;;;
Frederiksberg;1145;34;1;Frederiksberg st.;66;10;27;5;;;;
Frederiksberg;1145;37;1;Frederiksberg st.;;;;;13;13;12;14
Frederiksberg;1146;34;1;Dr. Abildgaards Allé;82;3;120;10;;;;
Frederiksberg;1146;37;1;Dr. Abildgaards Allé;;;;;15;6;11;4
Frederiksberg;1146;71;1;Dr. Abildgaards Allé;6;0;6;3;2;2;2;3
Frederiksberg;1147;34;1;Bülowsvej;27;26;62;59;;;;
Frederiksberg;1147;37;1;Bülowsvej;;;;;25;7;10;7
Frederiksberg;1148;34;1;H.C. Ørsteds Vej;50;14;63;23;;;;
Frederiksberg;1148;37;1;H.C. Ørsteds Vej;;;;;21;17;15;10
Frederiksberg;1149;34;1;Danas Plads;48;39;34;36;;;;
Frederiksberg;1149;37;1;Danas Plads;;;;;13;22;12;12
København;1151;34;1;Vesterport st., Kampmannsgade;38;44;26;84;;;;
København;1151;37;1;Vesterport st., Kampmannsgade;;;;;4;33;3;17
København;1152;26;1;Hovedbanegården;64;231;44;206;;;;
København;1152;6A;1;Hovedbanegården;360;1081;261;928;;;;
København;1152;7A;1;Hovedbanegården;;;;;145;882;93;460
København;1152;93N;1;Hovedbanegården;0;7;0;3;0;8;0;6
København;1152;9A;1;Hovedbanegården;;;29;307;;;;
Hvidovre;116;133;2;Gammel Køge Landevej;22;5;15;9;18;12;13;3
København;1163;12;1;Vesterport st.;108;57;134;62;;;;
København;1163;34;2;Vesterport st.;118;88;68;91;;;;
København;1163;37;2;Vesterport st.;;;;;44;9;34;5
København;1163;68;2;Vesterport st.;1;4;0;2;;;;
København;1164;34;2;Vesterport st., Kampmannsgade;41;33;36;42;;;;
København;1164;37;2;Vesterport st., Kampmannsgade;;;;;20;4;12;4
Frederiksberg;1165;34;2;Danas Plads;25;38;14;26;;;;
Frederiksberg;1165;37;2;Danas Plads;;;;;20;7;13;5
Frederiksberg;1167;34;2;H.C. Ørsteds Vej;16;51;46;32;;;;
Frederiksberg;1167;37;2;H.C. Ørsteds Vej;;;;;22;16;17;5
Frederiksberg;1168;34;2;Bülowsvej;5;37;11;62;;;;
Frederiksberg;1168;37;2;Bülowsvej;;;;;6;24;5;11
Frederiksberg;1169;34;2;Dr. Abildgaards Allé;16;53;27;75;;;;
Frederiksberg;1169;37;2;Dr. Abildgaards Allé;;;;;6;17;6;8
Hvidovre;117;1A;1;Brostykkevej;70;27;83;28;42;17;21;18
Frederiksberg;1170;34;2;Frederiksberg st.;22;143;8;64;;;;
Frederiksberg;1170;37;2;Frederiksberg st.;;;;;17;25;10;14
Frederiksberg;1171;34;2;Nyelandsvej Skole;23;46;10;56;;;;
Frederiksberg;1171;37;2;Nyelandsvej Skole;;;;;16;9;10;6
Frederiksberg;1176;34;2;Dalgas Have;0;12;0;0;;;;
Frederiksberg;1176;37;2;Dalgas Have;;;;;2;9;0;5
Frederiksberg;1177;34;2;Tesdorpfsvej;0;22;4;20;;;;
Frederiksberg;1177;37;2;Tesdorpfsvej;;;;;2;6;2;6
København;1179;13;1;C.F. Richs Vej;1;7;1;6;;;;
København;1179;26;2;C.F. Richs Vej;;;;;2;6;3;4
Hvidovre;118;200S;2;Hvidovre Hospital, Kollegiet;160;70;183;88;162;29;99;31
København;1180;13;1;Kilholmvej;2;1;1;1;;;;
København;1180;26;2;Kilholmvej;;;;;10;2;19;5
København;1180;9A;2;Kilholmvej;14;23;18;20;6;21;9;16
København;1183;10;2;Toftegårds Plads;;;;;187;295;104;152
København;1183;18;2;Toftegårds Plads;;;;;685;227;310;100
København;1183;1A;1;Toftegårds Plads;598;624;682;740;372;436;198;264
